1221 	[0.9836980889949867, 0.3656533946272553, 0.2257507588800418, 0.2966119242256395, 0.06071228327738673]
1222 	[0.9981236100010066, 0.3782820464387077, 0.3536878176903673, 0.1236613497969042, 0.1896928897131203]
1232 	[0.9893629058492727, 0.4358285896292733, 0.1297009845258442, 0.2012459848266858, 0.2284480550494177]
1232 	[0.9971396405028276, 0.3843741485831772, 0.1801773571299437, 0.2586826976432485, 0.2303116934255174]
1322 	[0.9995539311057298, 0.08859009578076282, 0.3253338220370832, 0.3545949640302754, 0.2909171534976448]
1323 	[0.978446039770352, 0.2481124366687164, 0.3292675597292968, 0.1563030760440577, 0.302049360986136]
1333 	[0.9953893503980425, 0.1989533017123817, 0.2400925865425013, 0.1788035891136135, 0.4483619310726736]
2111 	[0.590415914052749, 0.891135162700078, 0.3598771493602675, 0.1662538130102263, 0.09579396689986586]
2111 	[0.6464450369504537, 0.9409974321506025, 0.4918407552242825, 0.2020807435627487, 0.07908873324874843]
2111 	[0.6676442968237546, 0.8895867169590433, 0.4925258524415377, 0.09962343649110672, 0.03185554330696677]
2111 	[0.69322444487531, 0.9715385331765051, 0.4745338872599669, 0.1249819551212666, 0.06899493712648164]
2111 	[0.6954520833420509, 0.9952863887637103, 0.4983875495703654, 0.2004792397271724, 0.0269016944817998]
2111 	[0.7009285972943413, 0.8959118116949071, 0.3002790056287765, 0.1253203616551913, 0.06967914908764677]
2111 	[0.7549366809641016, 0.9750233663550607, 0.51566568006454, 0.0395006941834618, 0.008886557785999172]
2111 	[0.7879892975018661, 0.9828030589581761, 0.469039370792578, 0.2412215074940838, 0.04991720481539086]
2111 	[0.8086398164255484, 0.9485725880291619, 0.4191938810392762, 0.2077287220865623, 0.01447410751290529]
2111 	[0.8248921686609632, 0.8626018122027425, 0.413763214560751, 0.2060392929839077, 0.106489443263971]
2111 	[0.8419961769458517, 0.8234100224127665, 0.4379329250462515, 0.1711171344896703, 0.03283540810924634]
2111 	[0.8751778917563172, 0.6665264182441732, 0.3136937131569865, 0.1559022665205516, 0.03732013283175906]
2111 	[0.8842835214972271, 0.9979947256132558, 0.3596982231187281, 0.1918124741708046, 0.02700566004274702]
2111 	[0.9631554477558564, 0.867596519563092, 0.4107179453756539, 0.1085468645145227, 0.04944732994021678]
2112 	[0.6241689275085932, 0.9577061009103262, 0.4533745093644003, 0.1548817360745494, 0.1008752253835507]
2112 	[0.6393471503965943, 0.8583235346509043, 0.4139118923267133, 0.1383445669596103, 0.188893943260083]
2112 	[0.698724085025856, 0.9391558976015241, 0.4915868886403246, 0.1538605221010281, 0.1613101058894864]
2112 	[0.727756088649907, 0.9495493140368534, 0.436981251532897, 0.1681178735868872, 0.1602066716793437]
2112 	[0.8193682169144325, 0.8578631514296435, 0.4456400162722444, 0.1503828996667116, 0.1040340438912938]
2112 	[0.8290595084533676, 0.8658004208422752, 0.3552899865459717, 0.1072074748973044, 0.166211796413701]
2112 	[0.8296266971289703, 0.7161639867777481, 0.3496931067760638, 0.1224739363128708, 0.1264931037553456]
2112 	[0.8842510927921097, 0.9411796781815244, 0.452507486523044, 0.1471191193936368, 0.1057651246030652]
2112 	[0.908902635008264, 0.8589437565277284, 0.4585055998031948, 0.06672868881060501, 0.07519977500672292]
2112 	[0.9221566953484153, 0.8160791224411493, 0.3999325762461274, 0.1106197454238191, 0.1324994556841645]
2112 	[0.9247517552126978, 0.7331235252765129, 0.2956788043817985, 0.0480300378886192, 0.07738414638733565]
2112 	[0.9971279078331177, 0.7648665531100228, 0.3516950139203371, 0.08752396881314667, 0.05714955504752839]
2113 	[0.6532094714967593, 0.9287190517291651, 0.5190904789810805, 0.003858450363610821, 0.0889691713791746]
2113 	[0.6837574661583128, 0.9690653776271924, 0.4779585609338919, 0.0681059793563864, 0.2174051515696195]
2113 	[0.7294207975017818, 0.9379318656828174, 0.3501205551456543, 0.04022402336423248, 0.194377311685493]
2113 	[0.7463980855373888, 0.7360933036386355, 0.3886162874479536, 0.05481779027102845, 0.105895734558827]
2113 	[0.7713444692101044, 0.9711297406368179, 0.5073383206884419, 0.01250091649772928, 0.1272852239131541]
2113 	[0.8245698756953223, 0.9102973497790794, 0.3450595391882388, 0.05608159625329412, 0.1466270491633177]
2113 	[0.847750944708217, 0.9706285209791355, 0.518415278851885, 0.03998121427864915, 0.1995835983025656]
2113 	[0.9939929925285499, 0.7809254510153489, 0.3465918319587326, 0.06375160247502609, 0.1583846908166023]
2121 	[0.5178493718600563, 0.764967607221284, 0.3168503397355641, 0.2845770630576079, 0.03815945348982741]
2121 	[0.6226391511993156, 0.9877857478309783, 0.2999170324531488, 0.2233459871546874, 0.1057132582586237]
2121 	[0.6296134167213752, 0.951176158655684, 0.2631253156040725, 0.3666249753788244, 0.11121980158068]
2121 	[0.6353422866420209, 0.9172240788173369, 0.2488881976647056, 0.414801902093841, 0.1141367411088797]
2121 	[0.6383023824222063, 0.9244738476253094, 0.3711758943562764, 0.2484749608013818, 0.1324989468796082]
2121 	[0.6627310166726099, 0.8421092161211003, 0.2466782845473878, 0.334847534713575, 0.1854520972470868]
2121 	[0.6650007037338226, 0.9880159550641646, 0.3657496226957756, 0.3214692628745095, 0.005793202635887895]
2121 	[0.6678710351071373, 0.8930041250933187, 0.2966982231897443, 0.2155298406319734, 0.1003032758070038]
