111 	[86, 27, 5, 2]
113 	[82, 42, 2, 18]
113 	[95, 42, 5, 19]
122 	[89, 27, 30, 24]
123 	[100, 26, 6, 32]
131 	[78, 11, 36, 1]
131 	[79, 19, 31, 15]
131 	[82, 22, 40, 5]
131 	[85, 6, 39, 14]
131 	[88, 10, 41, 13]
131 	[92, 2, 44, 1]
131 	[96, 7, 42, 20]
132 	[87, 18, 30, 35]
133 	[54, 2, 5, 30]
133 	[67, 4, 13, 31]
211 	[57, 37, 19, 4]
211 	[58, 72, 16, 5]
211 	[58, 74, 11, 6]
211 	[61, 100, 23, 11]
211 	[75, 62, 11, 6]
211 	[75, 87, 21, 11]
211 	[88, 53, 20, 6]
211 	[94, 92, 43, 13]
211 	[97, 61, 32, 10]
212 	[36, 38, 3, 2]
212 	[71, 82, 24, 34]
213 	[51, 78, 11, 24]
213 	[61, 65, 4, 18]
213 	[64, 93, 25, 47]
213 	[70, 89, 1, 23]
213 	[78, 94, 5, 10]
213 	[88, 87, 8, 36]
213 	[99, 84, 15, 26]
221 	[21, 22, 16, 4]
221 	[41, 35, 43, 5]
221 	[45, 42, 54, 9]
221 	[52, 59, 67, 5]
221 	[62, 27, 28, 5]
221 	[62, 55, 90, 9]
221 	[65, 55, 66, 20]
221 	[68, 50, 77, 30]
221 	[69, 82, 75, 39]
221 	[74, 51, 45, 4]
221 	[74, 54, 71, 35]
221 	[74, 79, 84, 37]
221 	[76, 61, 100, 20]
221 	[79, 44, 56, 9]
221 	[79, 77, 61, 27]
221 	[79, 81, 65, 16]
221 	[81, 83, 95, 25]
221 	[82, 30, 43, 5]
221 	[82, 89, 71, 18]
221 	[83, 61, 44, 7]
221 	[88, 44, 65, 37]
221 	[88, 44, 69, 2]
221 	[88, 55, 77, 43]
221 	[89, 64, 97, 46]
221 	[90, 74, 89, 17]
221 	[92, 99, 63, 33]
221 	[95, 70, 88, 16]
221 	[95, 92, 63, 5]
221 	[97, 86, 75, 26]
221 	[99, 81, 62, 22]
222 	[100, 64, 55, 45]
222 	[100, 87, 33, 41]
222 	[100, 98, 51, 33]
222 	[23, 22, 20, 20]
222 	[29, 19, 23, 20]
222 	[52, 53, 21, 25]
222 	[53, 58, 55, 34]
222 	[55, 49, 34, 48]
222 	[56, 27, 38, 25]
222 	[56, 45, 43, 56]
222 	[57, 34, 45, 26]
222 	[62, 47, 60, 41]
222 	[63, 69, 61, 37]
222 	[64, 68, 53, 44]
222 	[65, 59, 70, 47]
222 	[67, 79, 58, 39]
222 	[72, 50, 57, 43]
222 	[72, 71, 49, 41]
222 	[74, 80, 49, 35]
222 	[75, 33, 34, 23]
222 	[75, 55, 26, 38]
222 	[78, 63, 27, 37]
222 	[78, 81, 37, 49]
222 	[82, 78, 51, 50]
222 	[83, 97, 52, 84]
222 	[86, 98, 57, 80]
222 	[87, 77, 88, 80]
222 	[89, 90, 96, 74]
222 	[89, 95, 77, 65]
222 	[91, 66, 77, 72]
222 	[91, 81, 71, 45]
222 	[94, 95, 70, 67]
223 	[25, 16, 5, 23]
223 	[32, 24, 9, 17]
223 	[52, 41, 14, 52]
223 	[58, 41, 16, 67]
223 	[60, 63, 38, 70]
223 	[65, 48, 18, 63]
223 	[70, 39, 10, 63]
223 	[70, 74, 25, 88]
223 	[72, 54, 23, 52]
223 	[73, 66, 18, 79]
223 	[74, 36, 20, 55]
223 	[75, 63, 20, 70]
223 	[76, 69, 7, 88]
223 	[78, 44, 21, 67]
223 	[78, 78, 30, 96]
223 	[83, 64, 14, 87]
223 	[84, 66, 22, 60]
