0 	[0.0002033803612940853, 0.1653346881108986, 0.1595316162144447, 0.4716540530657647, 0.1900603562547175]
0 	[0.0003253151664162591, 0.9637626106682059, 0.3325313224143029, 0.9246816555618689, 0.5535776696883038]
0 	[0.0005224426279414644, 0.360904287249271, 0.2658481203326248, 0.7841079569347705, 0.6464151272766363]
0 	[0.0006180787461894, 0.1028096941778481, 0.7640625241976523, 0.8346268077542199, 0.8070647552642342]
0 	[0.0009653638121510687, 0.801425199397572, 0.7249609775491809, 0.7587127260671522, 0.8328779902462279]
0 	[0.001257820521135731, 0.5851146213640993, 0.2356528803872191, 0.1036325907817262, 0.8960380325541077]
0 	[0.002190126572824142, 0.2955769511384782, 0.6688566807046796, 0.735591781668175, 0.8178643262096981]
0 	[0.002527626698151057, 0.01947299019409017, 0.9397055734599501, 0.3874368473828942, 0.4557591259739172]
0 	[0.002745836974468938, 0.0814622692211821, 0.3522927795314662, 0.4512498557806247, 0.864894767694592]
0 	[0.002925663722178742, 0.2065128144838441, 0.4352517353534939, 0.8265128870618124, 0.1188219357835231]
0 	[0.003109276761817409, 0.5955112178789038, 0.9973629061120389, 0.5051483369922025, 0.9617319307111818]
0 	[0.003696294503145057, 0.5850740860146816, 0.9937346652120979, 0.7356466374991679, 0.7664371401846581]
0 	[0.004058789929402428, 0.8584528913993634, 0.3885616284741841, 0.8742166212174187, 0.2548212303103978]
0 	[0.004480304198563241, 0.419748184000956, 0.01523407456243135, 0.5985293819562203, 0.6785068566345176]
0 	[0.004484158011378794, 0.3391330765276835, 0.6930222505205414, 0.9638737910258928, 0.644611657431634]
0 	[0.005108023530388262, 0.7508520142877717, 0.01385222655434731, 0.1154105472915855, 0.8459558197511154]
0 	[0.005349310583131998, 0.4362476558593324, 0.3111413271683927, 0.5459450141275045, 0.4788695981161993]
0 	[0.005460361952642148, 0.870820916197645, 0.7956941322403467, 0.837392654659875, 0.7198117769881206]
0 	[0.005483341405858911, 0.01062533492717209, 0.1900209929747605, 0.3986096099943899, 0.725396624638418]
0 	[0.005644756371921281, 0.3617410959497751, 0.8884569587597889, 0.7598846730589329, 0.7158782583269655]
0 	[0.005843191876003143, 0.2686842276103256, 0.1916303100025422, 0.6933702876294825, 0.4440973333288437]
0 	[0.005999278745613656, 0.5791983248569064, 0.8610715469629837, 0.9066971344438833, 0.08186199892398995]
0 	[0.006004772617483872, 0.5329598372489959, 0.8439096318762329, 0.6184467764657209, 0.6426925271016977]
0 	[0.006761183965374336, 0.691684605875837, 0.4202612575237925, 0.2427989888204257, 0.04167481700036434]
0 	[0.006980115085365305, 0.578612574179942, 0.7364618818911081, 0.7437270710914056, 0.9225720190082547]
0 	[0.007013684607582951, 0.8887268658209252, 0.833725212530105, 0.7514220898744753, 0.8911372399382]
0 	[0.007168799642086401, 0.8980823824638885, 0.06320059535242645, 0.1859092242950151, 0.2374489206063789]
0 	[0.00794026302543481, 0.07563760973309987, 0.0950325448508526, 0.7012069703551042, 0.6240694735311295]
0 	[0.008680091243553949, 0.6500291012460502, 0.002853662242579117, 0.1482358463798817, 0.9901039064815752]
0 	[0.008758275773729327, 0.2637214489577904, 0.9419555347142534, 0.7407796754225994, 0.8680095150452152]
0 	[0.008948061153734132, 0.7200536442548287, 0.152721568081864, 0.6316284069938718, 0.1678268710001497]
0 	[0.008977478374250922, 0.1863774835068628, 0.02651769063738998, 0.8247383003238301, 0.2696236214924714]
0 	[0.0090945232701928, 0.9418916045417505, 0.718859995584404, 0.0723678018303438, 0.2312598187621961]
0 	[0.009688887283992436, 0.2667995287416501, 0.4985450257074763, 0.7345579819449027, 0.6260184746356767]
0 	[0.01044879481682963, 0.4171556362030821, 0.3229087001285091, 0.8937369244609665, 0.8036794899048654]
0 	[0.01124606468307137, 0.3665849367932346, 0.0622958788007013, 0.6155300944184559, 0.5116090590653983]
0 	[0.01195167005618646, 0.7291477209558467, 0.4735469736501328, 0.5222388336072856, 0.2254052423990356]
0 	[0.01216219366163118, 0.4121825263892219, 0.6791302527669493, 0.61370672407267, 0.2180492553012675]
0 	[0.01222935086685668, 0.4511566760256685, 0.1023747702605905, 0.3109234111900085, 0.06743148438047221]
0 	[0.01246419456436494, 0.0700595029956007, 0.635624654421408, 0.5640288901347802, 0.7566117591953891]
0 	[0.01279730955734724, 0.517001097796951, 0.3335606801945533, 0.1630344866602842, 0.1821638807571325]
0 	[0.01282058936209445, 0.6878090150131886, 0.624846032180286, 0.0718259364700997, 0.01586153591790308]
0 	[0.01290839445447009, 0.2397929156384398, 0.7945092440557243, 0.7411784854443644, 0.9243782511560145]
0 	[0.01324451389407949, 0.1709821425243198, 0.6978868593917633, 0.7298966370196531, 0.6436459420452109]
0 	[0.01364224637562514, 0.4811451786575583, 0.2287161756440607, 0.7140337287979358, 0.8791962651904655]
0 	[0.01367756259333229, 0.6945175466567826, 0.320840103235487, 0.3718367472159848, 0.8239720975160468]
0 	[0.01395062544101413, 0.1612816849543162, 0.3180738223335118, 0.1951133041619851, 0.6233920970109255]
0 	[0.0139920697612651, 0.6682628331092478, 0.2560950290672924, 0.4899305899114956, 0.1699660579534089]
0 	[0.01435045013872462, 0.1549174399836536, 0.9046583454611983, 0.1450649728742731, 0.1842802037411743]
0 	[0.014926888521261, 0.9325934559724263, 0.9610950448369119, 0.4122974315715476, 0.0376741555694836]
0 	[0.01505102264464415, 0.5517214325031831, 0.7649238448426704, 0.4323637818137015, 0.3870671430542447]
0 	[0.01512543904368088, 0.4163756065146884, 0.790114544234292, 0.1357846228106807, 0.8910967958583947]
0 	[0.01544386940796108, 0.9398785573150397, 0.8475232631189391, 0.9590962258908414, 0.712522313796227]
0 	[0.01553670410790327, 0.770153236468394, 0.6148592036286644, 0.1127119516547359, 0.1119064302704793]
0 	[0.01562655624729887, 0.8720175311304711, 0.2252003272181378, 0.5831316125500628, 0.04684223050570219]
0 	[0.01597200474514254, 0.3592052005041415, 0.8256055590815868, 0.5888584892213617, 0.2136619878996452]
0 	[0.01617747592561761, 0.8451228779019428, 0.852411164367763, 0.600762644596753, 0.3214775446436729]
0 	[0.01623639465134423, 0.362437947356346, 0.2894654140292972, 0.440346745513541, 0.3881009963285648]
0 	[0.01685439470077604, 0.5982972786753892, 0.8340087290080305, 0.7042550606207247, 0.20732690357013]
0 	[0.01720637270119338, 0.260623787651129, 0.3421490049651587, 0.7028050761217275, 0.2036319538967833]
0 	[0.01743537374652707, 0.5805653909130792, 0.09682686305457114, 0.9779481324264538, 0.6873842108470314]
0 	[0.01764793415444341, 0.7919894148558329, 0.1831285921778197, 0.7173481968777944, 0.7763814613113094]
0 	[0.018436971594783, 0.8960375710837718, 0.9243563399297913, 0.5898150594857592, 0.794504673124526]
0 	[0.01864998648811597, 0.7342577729068034, 0.4388511965232209, 0.6207753902397936, 0.4182983648117158]
0 	[0.01871586405612336, 0.9991651945743548, 0.4240246757045503, 0.1683878294045049, 0.7781565421159177]
0 	[0.01900361060118471, 0.7891218130426118, 0.7113802506175732, 0.2150133709493156, 0.9760144371427663]
