0.0	[1.0, 1.0, 3.0]
0.0	[1.0, 4.0, 1.0]
0.0	[5.0, 3.0, 1.0]
1.0	[1.0, 6.0, 16.0]
1.0	[2.0, 5.0, 26.0]
1.0	[3.0, 2.0, 20.0]
1.0	[4.0, 1.0, 17.0]
2.0	[2.0, 14.0, 4.0]
2.0	[3.0, 11.0, 1.0]
3.0	[1.0, 11.0, 20.0]
3.0	[1.0, 14.0, 15.0]
3.0	[4.0, 12.0, 18.0]
3.0	[5.0, 11.0, 17.0]
4.0	[6.0, 3.0, 10.0]
4.0	[7.0, 10.0, 2.0]
4.0	[7.0, 3.0, 7.0]
4.0	[8.0, 1.0, 12.0]
4.0	[8.0, 2.0, 4.0]
4.0	[9.0, 2.0, 2.0]
5.0	[6.0, 5.0, 17.0]
5.0	[6.0, 6.0, 15.0]
5.0	[7.0, 2.0, 19.0]
5.0	[7.0, 3.0, 15.0]
6.0	[6.0, 11.0, 12.0]
6.0	[8.0, 18.0, 6.0]
6.0	[9.0, 17.0, 4.0]
7.0	[6.0, 11.0, 16.0]
