0	[1.0, 1.0, 3.0]
0	[1.0, 4.0, 1.0]
0	[5.0, 3.0, 1.0]
1	[1.0, 6.0, 16.0]
1	[2.0, 5.0, 26.0]
1	[3.0, 2.0, 20.0]
1	[4.0, 1.0, 17.0]
2	[2.0, 14.0, 4.0]
2	[3.0, 11.0, 1.0]
3	[1.0, 11.0, 20.0]
3	[1.0, 14.0, 15.0]
3	[4.0, 12.0, 18.0]
3	[5.0, 11.0, 17.0]
4	[6.0, 3.0, 10.0]
4	[7.0, 10.0, 2.0]
4	[7.0, 3.0, 7.0]
4	[8.0, 1.0, 12.0]
4	[8.0, 2.0, 4.0]
4	[9.0, 2.0, 2.0]
5	[6.0, 5.0, 17.0]
5	[6.0, 6.0, 15.0]
5	[7.0, 2.0, 19.0]
5	[7.0, 3.0, 15.0]
6	[6.0, 11.0, 12.0]
6	[8.0, 18.0, 6.0]
6	[9.0, 17.0, 4.0]
7	[6.0, 11.0, 16.0]
